country,adm1,adm2,pop,classif,phase1,phase2,phase3,phase4,phase5,phase35,status
Niger,Tahoua,Bagaroua,95923,2,68105.33,23980.75,3836.92,0,0,3836.92,outofcamp
Niger,Tahoua,Birni Nkonni,415157,1,352883.45,41515.7,20757.85,0,0,20757.85,outofcamp
Niger,Tahoua,Bouza,590936,2,395927.12,147734,47274.88,0,0,47274.88,outofcamp
Niger,Tahoua,Illela,446650,1,361786.5,75930.5,8933,0,0,8933,outofcamp
Niger,Tahoua,Keita,447283,2,290733.95,134184.9,22364.15,0,0,22364.15,outofcamp
Niger,Tahoua,Madaoua,723854,1,636991.52,72385.4,14477.08,0,0,14477.08,outofcamp
Niger,Tahoua,MALBAZA,308372,2,209692.96,77093,21586.04,0,0,21586.04,outofcamp
Niger,Tahoua,Tahoua Departement,771335,2,509081.1,231400.5,30853.4,0,0,30853.4,outofcamp
Niger,Tahoua,Abalak,340076,3,170038,95221.28,74816.72,0,0,74816.72,outofcamp
Niger,Tahoua,Tassara,32451,2,19795.11,11357.85,1298.04,0,0,1298.04,outofcamp
Niger,Tahoua,Tchintabraden,192509,2,152082.11,34651.62,5775.27,0,0,5775.27,outofcamp
Niger,Tahoua,Tillia,51740,2,32078.8,15522,4139.2,0,0,4139.2,outofcamp
Niger,Tillabéri,Ballayara,144027,2,103699.44,28805.4,11522.16,0,0,11522.16,outofcamp
Niger,Tillabéri,Oualam,439907,3,175962.8,153967.45,109976.75,0,0,109976.75,outofcamp
Niger,Tillabéri,Abala,193974,2,126083.1,50433.24,17457.66,0,0,17457.66,outofcamp
Niger,Tillabéri,Ayérou,76669,3,30667.6,26834.15,19167.25,0,0,19167.25,outofcamp
Niger,Tillabéri,Banibangou,90004,3,49502.2,22501,18000.8,0,0,18000.8,outofcamp
Niger,Tillabéri,Bankillaré,114127,3,45650.8,39944.45,28531.75,0,0,28531.75,outofcamp
Niger,Tillabéri,filingué,412351,2,292769.21,107211.26,12370.53,0,0,12370.53,outofcamp
Niger,Tillabéri,Gothéye,324049,2,226834.3,81012.25,16202.45,0,0,16202.45,outofcamp
Niger,Tillabéri,Kollo,625664,2,425451.52,187699.2,12513.28,0,0,12513.28,outofcamp
Niger,Tillabéri,SAY,236103,2,172355.19,59025.75,4722.06,0,0,4722.06,outofcamp
Niger,Tillabéri,TERA,451984,2,307349.12,112996,31638.88,0,0,31638.88,outofcamp
Niger,Tillabéri,Tillabéri,241547,2,157005.55,60386.75,24154.7,0,0,24154.7,outofcamp
Niger,Tillabéri,Torodi,245498,2,132568.92,73649.4,39279.68,0,0,39279.68,outofcamp
Niger,Zinder,Belbédji,131907,1,106844.67,23743.26,1319.07,0,0,1319.07,outofcamp
Niger,Zinder,Damagaram Takaya,329821,1,280347.85,39578.52,9894.63,0,0,9894.63,outofcamp
Niger,Zinder,Dungass,483946,2,338762.2,91949.74,53234.06,0,0,53234.06,outofcamp
Niger,Zinder,Gouré,448322,3,197261.68,134496.6,103114.06,13449.66,0,116563.72,outofcamp
Niger,Zinder,Kantché,545917,2,403978.58,114642.57,27295.85,0,0,27295.85,outofcamp
Niger,Zinder,Magaria,790117,2,616291.26,86912.87,55308.19,31604.68,0,86912.87,outofcamp
Niger,Zinder,Mirriah,694052,1,562182.12,62464.68,41643.12,27762.08,0,69405.2,outofcamp
Niger,Zinder,Takiéta,337547,1,290290.42,33754.7,13501.88,0,0,13501.88,outofcamp
Niger,Zinder,Tanout,586903,1,487129.49,70428.36,17607.09,11738.06,0,29345.15,outofcamp
Niger,Zinder,Tesker,50782,3,22851.9,15234.6,11172.04,1523.46,0,12695.5,outofcamp
Niger,Tillabéri,Camp Abala,15339,3,3681.36,6135.6,4448.31,1073.73,0,5522.04,incamp
Niger,Tillabéri,Camp Taberey berey,11219,2,5497.31,3814.46,1907.23,0,0,1907.23,incamp
Niger,Tahoua,ZAR Intikan,19133,3,6122.56,6887.88,4974.58,1147.98,0,6122.56,incamp
Niger,Tillabéri,Camp Mangaïzé,7308,3,2557.8,2557.8,1827,365.4,0,2192.4,incamp
Niger,Diffa,Sayam Forage,17382,2,10429.2,5214.6,1738.2,0,0,1738.2,incamp
